Country,Country Name,Chapter,Chapter Details,Section,Variable Name,Definition,Value Code,Value Name,Year,Comments,Variable Id,Variable Sort,Source urls,n_sources,redteam_priority,redteam_flags,redteam_note,revised_value_code,revised_source_urls,revision_notes
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Connectivity,4G/LTE Population Coverage,"Percentage of the national population covered by at least one 4G/LTE mobile network signal, whether or not they subscribe to the service. 4G is the practical minimum for meaningful broadband connectivity enabling digital services.",5,90%+,,,ict-connectivity-4gcoverage,9,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Connectivity,Mobile Data Affordability,"Affordability of mobile broadband data, measured as the cost of a basic mobile data plan (1-2GB) as a percentage of GNI per capita. The UN Broadband Commission target is below 2% of monthly GNI per capita. Affordability is the single largest barrier to internet adoption in Africa.",5,Meets UN target (<1%),,,ict-connectivity-dataafford,11,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Connectivity,International Internet Bandwidth,"The country's total international internet bandwidth capacity per internet user, indicating the quality and capacity of the country's connection to the global internet. Determined by submarine cable landings (for coastal states), cross-border terrestrial fibre (for landlocked states), and satellite links.",5,Strong (100+ kbit/s per user),,,ict-connectivity-intlbandwidth,12,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Connectivity,Internet Exchange Point Presence,"Whether the country has an operational Internet Exchange Point (IXP) and its maturity. IXPs enable local internet traffic to be exchanged domestically rather than being routed internationally, reducing latency, costs, and dependence on foreign infrastructure. Critical for local digital ecosystem development.",4,Active IXP(s) with moderate participation,,,ict-connectivity-ixp,13,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Connectivity,Smartphone Adoption,"Percentage of mobile connections using smartphones (as opposed to feature phones or basic phones). Smartphones are the minimum device requirement for accessing most digital public infrastructure services, apps, and mobile internet.",5,80%+,,,ict-connectivity-smartphonepen,8,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Energy,Electricity Affordability,"Affordability of electricity for residential and small business consumers, measured as cost of electricity relative to income levels. High electricity costs are a direct barrier to ICT adoption and data center viability.",4,Affordable (1-2%),,,ict-energy-affordability,5,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Innovation,Tech Startup Ecosystem,"The maturity of the country's technology startup ecosystem, based on the number of tech startups, venture capital activity, accelerators/incubators, and the presence of a supportive ecosystem. Africa's startup scene is well-documented by trackers like Partech, Disrupt Africa, and Briter Bridges.",4,"Established (significant startup activity, $50M+ annual VC, multiple hubs and accelerators)",,,ict-innovation-startupecosystem,25,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Technical Capacity,Basic Digital Literacy,"The proportion of the population with basic digital skills (ability to use a computer, smartphone, or the internet for simple tasks such as sending messages, finding information, or using apps). Based on ITU household survey data, Afrobarometer, or national ICT surveys.",5,60%+,,,ict-capacity-digitalliteracy,20,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Technical Capacity,Gender Gap in ICT Access,The gap between men and women in mobile internet usage or internet access. Based on the GSMA Mobile Gender Gap data or ITU gender-disaggregated ICT statistics. A smaller gap indicates more equitable access to digital opportunities.,5,Near parity (<10% gap),,,ict-capacity-gendergap,23,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
MUS,Mauritius,ICT Infrastructure,"Comparable indicators on energy, connectivity and data storage. 27 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Technical Capacity,Tertiary ICT/STEM Education,"The scale and quality of tertiary-level ICT and STEM education programmes available in the country, based on the number and quality of institutions offering ICT degrees, computer science programmes, and engineering courses relative to the population.",4,Good (established institutions with diverse ICT programmes),,,ict-capacity-tertiaryict,21,,0,High,claim_no_source;no_year,"Scored >0 but NO source cited — unsupported claim, verify first. No data year recorded — provenance/recency unknown.",,,
