Country,Country Name,Chapter,Chapter Details,Section,Variable Name,Definition,Value Code,Value Name,Year,Comments,Variable Id,Variable Sort,Source urls,n_sources,redteam_priority,redteam_flags,redteam_note,revised_value_code,revised_source_urls,revision_notes
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Functionality,Digital Authentication Function,Whether the system enables individuals to authenticate themselves or their documents digitally through electronic verification,2, Yes,2025,"Digital authentication is fully operational. NIMC launched the NINAuth platform in May 2025, described as 'a cutting-edge suite of services that include web, API and mobile verification designed to enhance data security, protect privacy, and simplify access to government services.' The platform supports biometric (facial) and NIN-based digital authentication via app, API, and web. The NIMC Mobile ID app provides digital ID with virtual NIN generation. Real-time NIN verification is available to authorised entities via NIMC APIs.",id-functionality-authdigital,36,https://www.biometricupdate.com/202505/nigeria-unveils-platform-to-streamline-national-id-authentication-verification;https://contactcentre.nibss-plc.com.ng/support/solutions/articles/47001244038-how-to-register-on-the-nimc-personal-id-mobile-app;https://thesun.ng/nin-enrolments-hit-over-122-million/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Functionality,Government Portal Authentication,Whether authentication is possible through a centralized government portal or digital gateway,2, Yes,2025,"The NIN/NINAuth is used for government portal authentication. President Tinubu directed use of the NINAuth app 'for access to several public sector services from government entities' upon its launch in May 2025. NIN is mandatory for JAMB portal (university admissions), NBS, FIRS (tax), INEC (voter registration), CAC (company registration), NIS (passport), NHIA (health insurance), NASSCO (social services), and many other government portals. The NINAuth platform is specifically designed to provide authentication for government MDAs.",id-functionality-authgovtportal,37,https://www.biometricupdate.com/202505/nigeria-unveils-platform-to-streamline-national-id-authentication-verification;https://infusionlawyers.com/2023/03/20/regulatory-update-mandatory-use-of-national-identification-number-nin-for-applications-to-the-cac-in-nigeria/;https://id4africa.com/2024/ps1/PS1-3-Nigeria-Final.pdf,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Functionality,Individual Data Access,Whether individuals can view their data held in the ID database and see how it has been accessed,2, Yes,2024,"Individuals can access their own NIN data. NIMC launched a Self-Service Web Portal and NIMC MWS Mobile ID App allowing NIN holders to view their demographic data, generate virtual NIN, and modify information (name, date of birth, phone, address) online. The NINAuth app displays the individual's identity data upon authentication. The NDPA 2023 also grants data subjects the right to access their personal data held by data controllers. The self-service portal was launched in March 2024.",id-functionality-dataview,42,https://technologytimes.ng/nimc-how-nin-self-service-portal-works/;https://contactcentre.nibss-plc.com.ng/support/solutions/articles/47001244038-how-to-register-on-the-nimc-personal-id-mobile-app;https://id4africa.com/2024/ps1/PS1-3-Nigeria-Final.pdf,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Functionality,KYC Enablement,"Whether the system enables Know Your Customer (KYC) packet collection for service provision, particularly financial services",2, Yes,2025,"The NIN is the foundation of Nigeria's eKYC ecosystem. The CBN mandated all bank accounts to be linked to NIN and BVN. The NIMC NINAuth platform (2025) explicitly provides KYC enablement, 'requiring explicit consent before data is shared for Know Your Customer (KYC) processes.' The NIMC provides NIN Verification Service (NVS) to authorised entities including banks, fintechs, and telecoms. NIN-based biometric verifications doubled in 2024 per the Smile ID Nigeria eKYC Report.",id-functionality-kycenable,38,https://www.biometricupdate.com/202505/nigeria-unveils-platform-to-streamline-national-id-authentication-verification;https://usesmileid.com/reports-and-guides/2024-ekyc-report-nigeria;https://explore.st-aug.edu/exp/nigeria-nin-the-mandatory-foundation-of-a-digital-nation,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Judicial Oversight,Whether the ID authority and system are subject to general oversight of the courts and judicial review,2," Yes, but not specific to ID",2023,"Judicial oversight exists but is not ID-specific. Section 37 of the Nigerian Constitution guarantees the right to privacy. The NDPA 2023 provides individuals a private right of action in court for data protection violations, and courts have ruled on data privacy cases (e.g., Miss Folashade Molehin v UBA). The NIMC Act 2007 provides offence provisions enforceable by courts. However, there is no dedicated judicial mechanism or tribunal specifically for digital ID disputes - oversight flows through general civil/constitutional courts.",id-governance-courtoversight,22,https://lexluminar.com/resolving-data-protection-disputes-understanding-the-legal-framework/;https://fpf.org/blog/nigerias-new-data-protection-act-explained/;https://nimc.gov.ng/e-id-card,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Civil Registration Integration,Whether the civil registration and digital ID systems are integrated,2, Partial integration,2024,"Partial integration between the national ID system and civil registration. NIMC and the National Population Commission (NPC) have a collaboration agreement and a joint implementation committee for data harmonisation including CRVS linkage. The e-CRVS system was launched by President Tinubu in November 2023. NIN can be issued at birth, and NIMC aims to integrate NIN with birth registration. However, only 42.6% of Nigerians have birth certificates (World Bank), and full CRVS-NIN integration is not yet complete - a CRVS Strategic Acceleration Improvement Plan 2024-2030 is underway.",id-governance-crvs,21,https://nationalpopulation.gov.ng/news/npc-unicef-who-collaborate-to-revitalize-civil-registration-system-in-nigeria;https://guardian.ng/opinion/how-nimc-is-building-nigerias-digital-infrastructure/;https://insights.techcabal.com/understanding-nigerias-digital-identity-landscape/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Data Sharing Rules,"Whether procedural rules for collection, storage, and sharing of ID-related personal data are publicly available and established",2, Partially available,2023,"Partial data sharing rules exist. The NDPA 2023 provides a framework for data processing, cross-border transfers, and third-party sharing, requiring lawful basis and consent where applicable. The NIMC Act and NIN Regulations govern access to the NIDB by authorised verification agents and front-end partners. The NINAuth platform (2025) requires explicit user consent before sharing data for KYC. However, critics and civil society have noted gaps in enforcement and instances of unauthorised data commercialisation, and harmonisation rules across agencies remain incomplete.",id-governance-datasharingrules,23,https://cookie-script.com/privacy-laws/nigeria-data-protection-act-2023;https://www.biometricupdate.com/202505/nigeria-unveils-platform-to-streamline-national-id-authentication-verification;https://www.nigeriacommunicationsweek.com.ng/nin-world-bank-disburses-4-5m-for-nigerias-id4d-project/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Digital ID Specific Regulation,Whether specific regulation or policy addresses digital ID beyond general identification legislation,2, Yes,2017,Nigeria has digital ID-specific regulation. The NIMC Act No. 23 of 2007 is specifically focused on national identity management and the NIN system. The Mandatory Use of the National Identification Number Regulations (2017) is a dedicated instrument governing NIN use across sectors. The NCC Revised National Identity Policy for SIM Card Registration is a sector-specific digital ID regulation. A bill to repeal and re-enact the NIMC Act with updated digital ID provisions passed second reading in the Senate in 2024.,id-governance-digidreg,17,https://nimc.gov.ng;https://www.ncc.gov.ng/sites/default/files/2024-11/Documents/Legal-Revised_National_Identity%20Policy_SIM_Registration.pdf;https://www.biometricupdate.com/202407/nigeria-undertakes-reforms-to-strengthen-national-digital-id-legal-framework,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Data Protection Act,Whether national data protection legislation exists and covers personal data linked to the ID system,2, Yes,2023,"Nigeria enacted the Nigeria Data Protection Act (NDPA) on 12 June 2023, replacing the Nigerian Data Protection Regulation (NDPR) 2019. The NDPA is a comprehensive statutory data protection law establishing data subject rights, obligations for data controllers/processors, mandatory DPIAs, breach notification (72-hour rule), and cross-border transfer rules. It applies to all entities processing personal data of Nigerians including the NIN system.",id-governance-dpaexists,18,https://cookie-script.com/privacy-laws/nigeria-data-protection-act-2023;https://secureprivacy.ai/blog/nigeria-data-protection-law;https://fpf.org/blog/nigerias-new-data-protection-act-explained/,3,OK,,,,,
NGA,Nigeria,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Data Protection Authority Oversight,Whether a Data Protection Authority or similar body regulates ID data collection and sharing by the ID system,2, Yes,2023,"The Nigeria Data Protection Commission (NDPC) was established under the NDPA 2023 as an independent supervisory and enforcement authority for data protection. The NDPC has powers to investigate complaints, conduct audits, issue compliance orders, impose fines (up to 2% of annual gross revenue), suspend processing activities, and approve cross-border transfer mechanisms. It oversees all data controllers including NIMC.",id-governance-dpaoversight,19,https://secureprivacy.ai/blog/nigeria-data-protection-law;https://www.dlapiperdataprotection.com/index.html?t=law&c=NG;https://cookie-script.com/privacy-laws/nigeria-data-protection-act-2023,3,OK,,,,,
