Section,Variable Name,Variable Id,Definition,Format,Other Metadata,Data Collection Guidelines
System,Official System Name,exchange-system-name,"The official name of the country's core intra-government data exchange platform or system (e.g., South Africa's proposed data exchange platform, India's India Stack Data Empowerment and Protection Architecture)","Text (400 characters max); ""NA"" if unknown or not applicable",Include any commonly used alternative names or acronyms in parentheses,"Search government digital transformation strategies, e-government portals, ministry of ICT/digital affairs websites, national development plans. Look for terms: ""data exchange,"" ""government interoperability,"" ""data sharing platform,"" ""API gateway"""
System,Technical Architecture,exchange-system-technical,"Description of the technical architecture including middleware, API frameworks, integration layers, and interoperability standards used (e.g., RESTful APIs, SOAP, message queues, enterprise service bus)","Text (400 characters max); ""NA"" if unknown or not applicable","Include specific technologies, frameworks, and protocols. Note if based on open-source or proprietary solutions","Search technical documentation, government IT procurement records, digital government technical specifications, reports from implementing agencies. Check for architecture diagrams or technical white papers"
System,Data Storage Infrastructure,exchange-system-datastorage,"Description of where and how exchanged data is stored: centralized data lake, distributed databases, secure data facility, or federated model","Text (400 characters max); ""NA"" if unknown or not applicable","Note specific facilities (e.g., National Data Centre, Secure Data Facility). Include geographic location if available","Search for national data centre policies, cloud strategy documents, data governance frameworks. Look for mentions of ""secure data facility,"" ""government data lake,"" ""integrated data repository"""
System,Technology Stack,exchange-system-technology,"Specific software platforms, programming languages, and tools used to build and maintain the data exchange system","Text (400 characters max); ""NA"" if unknown or not applicable","List all known components of the technology stack including databases, middleware, frontend/backend technologies","Review government tender documents, implementation partner reports, vendor announcements, technical specifications in strategy documents"
System,Connected Databases/Systems,exchange-system-databases,A list of government databases or systems actively connected to and exchanging data through the platform,"Text (400 characters max); ""NA"" if unknown or not applicable","List major systems if known (e.g., civil registration, tax, social protection). Note if count includes sub-national entities","Review implementation reports, digital transformation progress updates, ministry annual reports, statistics on government system integration"
System,Ministerial/Departmental Coverage,exchange-system-coverage,A list of national government ministries/departments connected to the data exchange system,"Text (400 characters max); ""NA"" if unknown or not applicable",,"Search whole-of-government digital strategies, interoperability framework implementation reports, e-government assessment reports, digital maturity indices"
Governance,Ownership Entity,exchange-gov-ownership,The primary government entity with legal/institutional ownership and accountability for the data exchange system,"Text (400 characters max); ""NA"" if unknown or not applicable",List all co-owners if shared. Include ministry/department and any specific unit/agency,"Search institutional mandates, presidential/cabinet directives, enabling legislation, digital transformation governance structures, Terms of Reference for coordinating bodies"
Governance,Management Structure,exchange-gov-management,"Description of the operational management structure including committees, working groups, and coordination mechanisms (e.g., Inter-Departmental Working Group, Project Management Office)","Text (400 characters max); ""NA"" if unknown or not applicable","Include leadership (chair, co-chair), meeting frequency, decision-making authority. Note any advisory groups","Review governance frameworks, organizational charts, Terms of Reference documents, cabinet committee structures, digital transformation coordination mechanisms"
Governance,Enabling Legislation,exchange-gov-legislation,"Primary laws, acts, or legal instruments that establish authority for cross-government data sharing and govern the data exchange system","Text (400 characters max); ""NA"" if unknown or not applicable","List all relevant acts/laws by name and year. Note if amendments pending. Include data protection, cybersecurity, access to information laws","Search legal databases, parliamentary records, gazette notices, ministry of justice websites, data protection authority documentation, right to information legislation"
Governance,Data Standards & Protocols,exchange-gov-standards,"What mandatory data standards, protocols, and technical specifications exist to govern data exchange","Text (400 characters max); ""NA"" if unknown or not applicable","Note standards body responsible. Include key standards adopted (e.g., OpenAPI, HL7, ISO standards)","Review national data governance frameworks, enterprise architecture documents, technical standards catalogs, government ICT standards bodies, interoperability frameworks"
