Country,Country Name,Chapter,Chapter Details,Section,Variable Name,Definition,Value Code,Value Name,Year,Comments,Variable Id,Variable Sort,Source urls,n_sources,redteam_priority,redteam_flags,redteam_note,revised_value_code,revised_source_urls,revision_notes,revised_year,revised_year_confidence,revised_comments,status
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Functionality,KYC Enablement,"Whether the system enables Know Your Customer (KYC) packet collection for service provision, particularly financial services",2, Yes,2022,NRB provides a national KYC database and eKYC service. NRB website explicitly lists e-KYC as a use case of the NID. Multiple banks have signed MoUs with NRB for KYC-based customer verification. The UNDP 2022 story confirms banks are using the national ID registry to support electronic-KYC to verify identities of new and existing customers.,id-functionality-kycenable,38,https://www.nrb.gov.mw;https://www.undp.org/digital/stories/malawis-foundational-legal-identity-system-sets-stage-more-efficient-and-responsible-digital-future;https://www.id4africa.com/2022/files/ID4Africa_LiveCast_Supplement_NRB.pdf,3,OK,,,,,,,,,
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Digital ID Specific Regulation,Whether specific regulation or policy addresses digital ID beyond general identification legislation,1, No,2022,"No specific Digital ID regulation exists yet. The National Registration Act (2010/2015) governs physical ID registration but does not specifically address digital ID credentials, digital wallets, or mobile ID. The NRB drafted a National Identification and Registration Authority (NIRA) Bill to fill these gaps including digital ID provisions, but as of 2025 it has not been enacted. Digital ID Wallet only piloted in 2024-2025.",id-governance-digidreg,17,https://www.id4africa.com/2022/files/ID4Africa_LiveCast_Supplement_NRB.pdf;https://mwnation.com/nrb-to-roll-out-digital-id-by-2026/,2,OK,,,,,,,,,
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Legal Proof Status,Whether the digital ID credential serves as legal proof of an individual's identity as codified in law,2, Yes,2018,"The Malawi National ID (NID) is used as legal identity and proof of citizenship per the National Registration Act. Since 2018 it has become the sole accepted form of identification for all public transactions including voter registration, passport issuance, SIM card registration, banking, tax registration, and accessing government services.",id-governance-legalproof,20,https://www.nrb.gov.mw;https://www.securityvision.io/wiki/index.php/Biometric_national_ID_deployed_in_Malawi;https://www.apc.org/en/news/malawi-dragging-its-feet-filling-legal-gaps-prevent-human-rights-violations,3,OK,,,,,,,,,
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Legal Framework,"Whether formal legislation (act, law, regulation) governs digital identity including identification acts, digital ID laws, or equivalent legislation",2, Yes,2015,"The National Registration Act (2010, in force August 2015) provides the legal basis for NRIS, mandating registration of all Malawians aged 16+, creating the NRB, and governing civil registration. The Act also provides for registration of resident foreigners. The Communications Act 2016 mandates SIM card registration.",id-governance-legframework,16,https://www.cgdev.org/sites/default/files/malawi-journey-towards-transformation.pdf;https://www.nrb.gov.mw/national-id/;https://en.wikipedia.org/wiki/National_Registration_Bureau,3,OK,,,,,,,,,
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Ownership,Ministry of Finance Oversight,Whether the Ministry of Finance has oversight of the financing and development of the digital ID system,2, Partial oversight,2022,"NRB operates under the Ministry of Homeland Security, not Ministry of Finance. However, the NRB budget is allocated through the government budget process overseen by MoF. ID4Africa 2022 supplement notes NRB struggles to meet annual recurrent budgetary commitments, implying partial MoF budget oversight. Reserve Bank of Malawi (under MoF oversight) has engaged with NRB on eKYC and financial inclusion, indicating partial financial oversight linkage.",id-ownership-oversight,24,https://www.id4africa.com/2022/files/ID4Africa_LiveCast_Supplement_NRB.pdf;https://www.m2sys.com/blog/e-governance/malawis-biometric-identification-system-is-close-to-being-fully-deployed-with-huge-cost-savings/,2,OK,,,,,,,,,
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",System,Biometric Data Collection,"Whether the system collects biometric data and which modalities are collected (fingerprints, facial image, iris scans)",3, Facial/Iris,2018,"NRIS collects multimodal biometrics: all 10 fingerprints and facial photograph (ICAO standard). The NRB database holds biographic data, photos (ICAO Standard) and 10 fingerprints per registrant. 2,000 solar-powered Biometric Registration Kits (BRK) each included digital camera, fingerprint scanner, card reader.",id-system-biocollect,7,https://www.id4africa.com/2022/files/ID4Africa_LiveCast_Supplement_NRB.pdf;https://www.nrb.gov.mw/faqs/;https://www.cgdev.org/sites/default/files/malawi-journey-towards-transformation.pdf,3,OK,,,,,,,,,
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",System,Electronic Database,Whether identity records are stored in electronic/digital format versus paper-based records,3, Digital,2018,NRIS is a fully digital centralised national database. Malawi's first multi-modal biometric citizen database established in 2018. Electronic Birth Registration System (EBRS) installed in major hospitals. National Data Centre constructed in Blantyre (2022). Data exchange platform (Bomalathu) deployed.,id-system-dbelectronic,11,https://www.laxton.com/case-studies/malawi-first-digital-citizen-registry-and-national-id-card;https://www.biometricupdate.com/202506/malawis-boosts-digital-economy-with-connectivity-plans-2m-digital-id-enrollments;https://www.apc.org/en/news/malawi-dragging-its-feet-filling-legal-gaps-prevent-human-rights-violations,3,OK,,,,,,,,,
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Banking/Financial Services Use,Whether credential is accepted or mandatory for opening bank accounts and accessing financial services,3, Mandatory,2018,"National ID is mandatory for banking in Malawi. Banks require national ID for KYC compliance and all financial transactions. APC report (2024) confirms 'Banks mandate customers to undergo a KYC process, necessitating the presentation of their national ID.' NRB NID use cases explicitly include Financial Inclusion and Digital Payment.",id-uptake-bankuse,46,https://www.apc.org/en/news/malawi-dragging-its-feet-filling-legal-gaps-prevent-human-rights-violations;https://www.nrb.gov.mw;https://www.undp.org/digital/stories/malawis-foundational-legal-identity-system-sets-stage-more-efficient-and-responsible-digital-future,3,OK,,,,,,,,,
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Cross-Border Recognition,Whether the digital ID is recognized or interoperable across borders through regional agreements or travel documents,2," Recognized in some regional contexts (e.g., ECOWAS travel)",2020,"The Malawi National ID is ICAO-compliant and linked to the immigration/border management system, enabling use as secondary identification at borders. The CGDev report (2020) notes the Immigration Department agreed to integrate NID in the border management system as 'ICAO compliant' used as secondary form of identification. Some regional recognition within Southern Africa but no formally documented interoperability agreement found with specific countries.",id-uptake-crossborder,50,https://www.cgdev.org/sites/default/files/malawi-journey-towards-transformation.pdf;https://www.nrb.gov.mw,2,OK,,,,,,,,,
MWI,Malawi,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Uptake,Enrollment Eligibility Age,Age in years at which an individual becomes eligible to register for digital ID,1, >17,2015,"National Registration Act requires all Malawians aged 16 and above to enroll. NRB FAQ confirms 'All Malawian citizens above the age of 16 are eligible to register for a National ID.' Birth registration assigns a unique national ID number at birth, but the actual National ID card eligibility is from age 16. Enrollment eligibility age is 16, which falls in the >17 category (scale value 1).",id-uptake-enrolleligible,28,https://www.nrb.gov.mw/faqs/;https://www.cgdev.org/sites/default/files/malawi-journey-towards-transformation.pdf;https://www.nrb.gov.mw/national-id/,3,OK,,,,,,,,,
