Country,Country Name,Chapter,Chapter Details,Section,Variable Name,Definition,Value Code,Value Name,Year,Comments,Variable Id,Variable Sort,Source urls,n_sources,redteam_priority,redteam_flags,redteam_note,revised_value_code,revised_source_urls,revision_notes,revised_year,revised_year_confidence,revised_comments,status
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Functionality,Digital Authentication Function,Whether the system enables individuals to authenticate themselves or their documents digitally through electronic verification,1, No,2023,World Bank DTP (2023) explicitly states digital authentication capability is 'currently lacking' and 'existing legal ID systems require additional reforms to serve as a foundation for digital service delivery'. RNBP mobile app authentication not yet widely deployed.,id-functionality-authdigital,36,https://documents1.worldbank.org/curated/en/099102502282341480/pdf/P180000048eed6040a13200ddaf8abe650.pdf;https://thedocs.worldbank.org/en/doc/61714f214ed04bcd6e9623ad0e215897-0400012021/related/Chad-country-diagnostic.pdf,2,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Functionality,Government Portal Authentication,Whether authentication is possible through a centralized government portal or digital gateway,1, No,2022,Chad ranked 189th/193 countries on 2022 UN E-Government Development Index. No government-to-person (G2P) or government-to-business (G2B) transactional digital services in place. No government portal authentication using digital ID.,id-functionality-authgovtportal,37,https://documents1.worldbank.org/curated/en/099102502282341480/pdf/P180000048eed6040a13200ddaf8abe650.pdf;https://thedocs.worldbank.org/en/doc/61714f214ed04bcd6e9623ad0e215897-0400012021/related/Chad-country-diagnostic.pdf,2,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Functionality,KYC Enablement,"Whether the system enables Know Your Customer (KYC) packet collection for service provision, particularly financial services",2, Yes,2023,Chad's KYC/AML regulations under CEMAC Regulation No. 01/03 require identity verification by financial institutions. ANATS-issued IDs accepted for KYC. RNBP enables identity verification via NNI. Refugees specifically noted as needing ANATS ID to open bank accounts.,id-functionality-kycenable,38,https://usesmileid.com/countries/chad/;https://www.biometricupdate.com/202505/chad-issues-biometric-ids-to-thousands-of-refugees-with-idemia-tech-unhcrs-help,2,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Civil Registration Integration,Whether the civil registration and digital ID systems are integrated,2, Partial integration,2023,"SIGPTS integrated with civil registry at central level from early 2023. Health facility-based registration added since 2023 (120,000+ children registered). Birth registration rate remains low (~26%). Full integration not yet achieved.",id-governance-crvs,21,https://documents1.worldbank.org/curated/en/099102502282341480/pdf/P180000048eed6040a13200ddaf8abe650.pdf;https://www.biometricupdate.com/202506/chad-mali-senegal-pursue-birth-registration-reforms-to-close-gaps;https://thedocs.worldbank.org/en/doc/61714f214ed04bcd6e9623ad0e215897-0400012021/related/Chad-country-diagnostic.pdf,3,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Data Sharing Rules,"Whether procedural rules for collection, storage, and sharing of ID-related personal data are publicly available and established",2, Partially available,2015,Act No. 007/PR/2015 establishes data sharing rules requiring ANSICE authorization for transfers involving biometric/national ID data and cross-border transfers. Rules exist but World Bank notes enforcement gaps and regulatory capacity limitations.,id-governance-datasharingrules,23,https://www.dlapiperdataprotection.com/index.html?t=law&c=TD;https://documents1.worldbank.org/curated/en/099102502282341480/pdf/P180000048eed6040a13200ddaf8abe650.pdf,2,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Digital ID Specific Regulation,Whether specific regulation or policy addresses digital ID beyond general identification legislation,1, No,2023,"No standalone digital ID-specific legislation identified. SIGPTS/ANATS governed by presidential decree, general data protection law (Act 007/PR/2015), and cybersecurity law. World Bank notes legal and regulatory gaps remain.",id-governance-digidreg,17,https://documents1.worldbank.org/curated/en/099102502282341480/pdf/P180000048eed6040a13200ddaf8abe650.pdf;https://www.dlapiperdataprotection.com/index.html?t=law&c=TD,2,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Data Protection Act,Whether national data protection legislation exists and covers personal data linked to the ID system,2, Yes,2015,"Act No. 007/PR/2015 on Personal Data Protection enacted February 10, 2015. Implementing Decree No. 075/PR/2019. Establishes lawful processing requirements, data subject rights, and sanctions.",id-governance-dpaexists,18,https://www.dlapiperdataprotection.com/index.html?t=law&c=TD;https://usesmileid.com/countries/chad/,2,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Data Protection Authority Oversight,Whether a Data Protection Authority or similar body regulates ID data collection and sharing by the ID system,2, Yes,2015,"ANSICE (Agence Nationale de Sécurité Informatique et de Certification Électronique) is Chad's data protection authority, established by Act No. 006/PR/2015. Has investigative, advisory, and sanctioning powers over data processing including ID systems.",id-governance-dpaoversight,19,https://www.dlapiperdataprotection.com/index.html?t=law&c=TD;https://usesmileid.com/countries/chad/,2,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Legal Proof Status,Whether the digital ID credential serves as legal proof of an individual's identity as codified in law,2, Yes,2020,"National ID card issued by ANATS serves as legal proof of identity for government services, voting, banking, and travel. NNI embedded in credentials is the authoritative unique identifier.",id-governance-legalproof,20,https://en.wikipedia.org/wiki/List_of_national_identity_card_policies_by_country;https://documents1.worldbank.org/curated/en/099102502282341480/pdf/P180000048eed6040a13200ddaf8abe650.pdf,2,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Governance,Legal Framework,"Whether formal legislation (act, law, regulation) governs digital identity including identification acts, digital ID laws, or equivalent legislation",2, Yes,2016,"ANATS established by presidential decree in 2016. Broader legal framework includes Act No. 007/PR/2015 (Data Protection), Act No. 006/PR/2015 (ANSICE), Ordonnance No 002/PR/2020 on civil status organisation.",id-governance-legframework,16,https://documents1.worldbank.org/curated/en/099102502282341480/pdf/P180000048eed6040a13200ddaf8abe650.pdf;https://www.dlapiperdataprotection.com/index.html?t=law&c=TD,2,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Ownership,Maintenance,"Whether the system and the production of credentials can be managed, maintained and developed by in-country technical staff (as opposed to foreign vendors)",1, Foreign vendors dominate,2023,SIGPTS technology provided by IDEMIA (French multinational). ANATS holds a 3-year maintenance contract with IDEMIA costing ~2.9 billion XAF (~US$4.8M). Foreign vendor dominates system maintenance.,id-ownership-maintenance,14,https://thedocs.worldbank.org/en/doc/61714f214ed04bcd6e9623ad0e215897-0400012021/related/Chad-country-diagnostic.pdf,1,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Ownership,Sustainability,"Whether the ongoing management, maintenance and development of the ID system can be funded by sustainable domestic resources",1, Primarily dependent on external funding,2023,"SIGPTS/ANATS primarily dependent on external financing. World Bank's Chad Digital Transformation Project (P180000, 2023) funds digital ID improvements. Some user fees collected (10,000 CFA per ID card) but far insufficient for system costs of ~2.9B XAF for IDEMIA contract alone.",id-ownership-sustainability,26,https://documents1.worldbank.org/curated/en/099102502282341480/pdf/P180000048eed6040a13200ddaf8abe650.pdf,1,OK,,,,,,,,,
TCD,Chad,Digital Id,"The architecture, governance, functionality and uptake of government digital identity systems and credentials. 30 variables in 5 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",System,Biometric Data Collection,"Whether the system collects biometric data and which modalities are collected (fingerprints, facial image, iris scans)",2, Fingerprints only,2020,SIGPTS collects fingerprints (stored on national ID card chip for 1:1 matching) and palm prints for verification. No confirmed facial/iris biometrics in SIGPTS.,id-system-biocollect,7,https://thedocs.worldbank.org/en/doc/61714f214ed04bcd6e9623ad0e215897-0400012021/related/Chad-country-diagnostic.pdf;https://www.biometricupdate.com/202505/chad-issues-biometric-ids-to-thousands-of-refugees-with-idemia-tech-unhcrs-help,2,OK,,,,,,,,,
