Country,Country Name,Chapter,Chapter Details,Section,Variable Name,Definition,Value Code,Value Name,Year,Comments,Variable Id,Variable Sort,Source urls,n_sources,redteam_priority,redteam_flags,redteam_note,revised_value_code,revised_source_urls,revision_notes,revised_year,revised_year_confidence,revised_comments,status
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Address,Business uptake,What proportion of business properties does the register cover?,0,Unknown or n.a.,,No credible evidence found after searching for business property coverage of an address register; also no address register evidenced.,reg-address-business,21,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",5,https://what3words.com/partner/djibouti-post; https://www.upu.int/UPU/media/upu/PostalEntitiesFiles/addressingUnit/djiEn.pdf,"Original 0/Unknown score is contestable: the base address register itself was found to exist (see reg-address-exists), so this coverage row was mislabelled and escalated to full verification. La Poste de Djibouti adopted what3words (w3w) as the national postal addressing standard in February 2017, assigning a fixed three-word address to every 3m x 3m square across the entire country. Because the grid covers 100% of national territory by design, business/commercial premises fall within an addressed square automatically; no separate measured business-coverage statistic is published, so the score is inferred from the universal grid rather than a direct measurement. Recommend a second opinion given this inference.",2017,medium,"Djibouti's address register is based on what3words (w3w), adopted by the national postal operator, La Poste de Djibouti, in February 2017. Because the system assigns a unique three-word address to every 3m x 3m square nationwide, commercial and business premises are inherently covered by the grid, although no separate statistic measuring business take-up of the system is published.",human_review
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Address,Data exchange integration,Is the register integrated with the government's national data exchange system?,0,Unknown or n.a.,,No credible evidence found after searching for address register integration with a national interoperability/data exchange platform in Djibouti.,reg-address-dpi,24,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,https://ega.ee/interoperability-djibouti/,"Confirms the original Unknown score for this specific linkage after fuller research. Djibouti operates a national data exchange platform (X-Road, deployed by ANSIE and completed at the end of 2021), but no source found ties the address/postal (what3words) system specifically into this platform. Kept at 0/Unknown rather than assuming a link exists.",,low,"No evidence is available on whether Djibouti's address register is connected to the government's national data exchange platform (X-Road, operated by ANSIE); the integration status of the address system specifically remains unknown.",
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Address,Status,Does the government maintain a digital address register?,0,Unknown or n.a.,,No credible evidence found after searching for a government-maintained digital address register/national addressing system in Djibouti.,reg-address-exists,20,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",5,https://what3words.com/partner/djibouti-post; https://www.upu.int/UPU/media/upu/PostalEntitiesFiles/addressingUnit/djiEn.pdf; https://www.casestudies.com/company/what3words/case-study/djibouti-adopts-what3words-as-national-postal-addressing-system,"Original 0/Unknown score was incorrect: the initial light check for this row immediately surfaced a clearly authoritative finding, so it was escalated to full verification per protocol. Djibouti Post (La Poste de Djibouti) officially adopted what3words as the national postal addressing standard in February 2017, confirmed in the Universal Postal Union's official Djibouti addressing profile (last updated 2020, showing w3w codes as part of the standard address format) and reaffirmed in a 2024 what3words case study describing continued nationwide use. This meets the metadata's explicit allowance for 'digital addressing systems (e.g. what3words, Plus Codes) adopted officially' to count as a digital address register. Score raised from 0 to 5 (fully deployed nationwide) given the grid's inherent full national coverage.",2017,high,"Djibouti maintains a government-endorsed digital address register based on what3words (w3w), adopted by the national postal operator, La Poste de Djibouti, in February 2017 as the official addressing standard. Every 3m x 3m location in the country has a fixed three-word address, replacing reliance on undeveloped street naming and numbering, and the system remains part of the country's official postal addressing infrastructure as of recent reporting.",
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Address,Household uptake,What proportion of private properties does the register cover?,0,Unknown or n.a.,,No credible evidence found after searching for household/residential coverage of an address register; also no address register evidenced.,reg-address-house,22,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",5,https://what3words.com/partner/djibouti-post,"Original 0/Unknown score is contestable, as with the business-uptake row: the base address register exists (what3words, adopted 2017). Because the grid inherently covers 100% of national territory including residential properties, household addressing coverage is inferred from the universal nature of the system rather than a directly measured usage statistic. Recommend a second opinion given this is an inference rather than a direct measurement.",2017,medium,"Residential/household properties in Djibouti fall within the nationwide what3words addressing grid adopted by La Poste de Djibouti in 2017, which assigns a fixed three-word address to every 3m x 3m square in the country; no separate measured statistic on household take-up of the addressing system is published.",human_review
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Address,Land register integration,Is the register integrated with the land register?,0,Unknown or n.a.,,No credible evidence found after searching for address register integration with land register in Djibouti.,reg-address-land,23,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,,"No evidence found of technical integration between the what3words address system and the land register/cadastre, despite the base address register now being confirmed to exist. Original 0/Unknown score confirmed after additional research.",,low,"No evidence is available on whether Djibouti's address register is technically linked to the land register; this integration status remains unknown.",
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Business,Address register integration,Is the register integrated with the address register?,0,Unknown or n.a.,,No credible evidence found after searching for integration between business register (RCS/RC) and an address register in Djibouti.,reg-business-address,27,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,,"No evidence found that the ODPIC-managed Registre de Commerce et des Sociétés (RCS) captures or links standardised addresses from the what3words address register. Original 0/Unknown score confirmed after additional research.",,low,"No evidence is available on whether Djibouti's business register is integrated with the address register; this remains unknown.",
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Business,Data exchange integration,Is the register integrated with the government's national data exchange system?,0,Unknown or n.a.,,No credible evidence found after searching for business register integration with a national interoperability/data exchange platform in Djibouti.,reg-business-dpi,29,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",3,https://www.wipo.int/wipolex/en/legislation/details/19936,"Original 0/Unknown score is contestable. Decree No. 146/2018/PR/MAPCI (Regulation of Company Creation Formalities), Article 7, confirms that the Guichet Unique's information system interfaces with the information systems and databases of its constituent partner agencies (the companies registry ODPIC, the tax authority, and the social security fund CNSS), demonstrating a degree of automated data-sharing for business registration purposes. This is not confirmed to be Djibouti's broader national data exchange platform (ANSIE/X-Road), so the finding is treated cautiously; flagged for human review to confirm whether an agency-specific one-stop-shop interface counts as 'the government's national data exchange system' as intended by the variable.",2018,medium,"Business registration in Djibouti is processed through the Guichet Unique one-stop shop, whose information system is interfaced with the databases of its partner agencies (the companies registry ODPIC, the tax authority, and the social security fund CNSS), enabling a degree of automated data exchange for business formation. This is distinct from confirmation that the business register connects to a wider national government data exchange platform.",human_review
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Business,Land register integration,Is the register integrated with the land register?,0,Unknown or n.a.,,No credible evidence found after searching for business register integration with land register in Djibouti.,reg-business-land,28,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,,"No evidence found linking the business register to the land register. Original 0/Unknown score confirmed after additional research.",,low,"No evidence is available on whether Djibouti's business register is integrated with the land register; this remains unknown.",
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Business,Uptake,What proportion of businesses does the register cover?,0,Unknown or n.a.,,"No credible evidence found after searching for the proportion of businesses covered by the business register in Djibouti (queries: number of registered companies Djibouti; ODPIC statistics).",reg-business-uptake,26,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,,"No statistic found on the proportion of formally registered businesses relative to the total business population in Djibouti, despite searches of ODPIC, Chamber of Commerce, and company-data aggregator sources. Confirmed 0/Unknown.",,low,"No reliable statistic is available on the proportion of Djiboutian businesses formally registered in the digital companies register; this remains unknown.",
DJI,Djibouti,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Civil,Data exchange integration,Is the register integrated with the government's national data exchange system?,0,Unknown or n.a.,,No credible evidence found after searching for integration of civil registration with a national data exchange platform/interoperability layer.,reg-cr-dpi,13,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",4,https://www.journalofficiel.dj/texte-juridique/decret-n2020-146-pr-mi-portant-modalites-dacces-dexploitation-et-de-communication-du-registre-national-des-personnes-physiques/; https://ega.ee/interoperability-djibouti/,"Original 0/Unknown score is superseded. Decree No. 2020-146/PR/MI (Article 12) tasks ANSIE with implementing an online service for transmitting data associated with the issuance and management of civil status records. Separately, the e-Governance Academy reports that Djibouti's X-Road-based national data exchange platform (completed by ANSIE at the end of 2021) began with a successful pilot on sharing and exchanging childbirth-related information, indicating live civil registration data exchange with other government systems. Score raised from 0 to 4 (partially integrated), since evidence covers birth-related data specifically rather than confirmed integration for marriages and deaths.",2021,medium,"Djibouti's civil registration system exchanges data with the national interoperability platform operated by ANSIE (X-Road), which began with a successful pilot on sharing childbirth information before the platform's completion at the end of 2021; the legal framework (Decree No. 2020-146) also mandates ANSIE to provide online transmission of civil status data. Coverage of marriage and death events within this exchange is not separately confirmed.",
