Country,Country Name,Chapter,Chapter Details,Section,Variable Name,Definition,Value Code,Value Name,Year,Comments,Variable Id,Variable Sort,Source urls,n_sources,redteam_priority,redteam_flags,redteam_note,revised_value_code,revised_source_urls,revision_notes,revised_year,revised_year_confidence,revised_comments,status
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Address,Data exchange integration,Is the register integrated with the government's national data exchange system?,0,Unknown or n.a.,,No credible evidence found after searching for NIPOST address register integration with national data exchange (NGDX).,reg-address-dpi,24,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",2,"https://nitda.gov.ng/nitda-rallies-stakeholders-in-co-creating-dpi-ngdx-for-effective-nationwide-digital-inclusion/9244/; https://techeconomy.ng/fg-launches-nigerian-data-exchange-platform-ngdx/","Fast-path check surfaced authoritative evidence, so the row was moved to full verification. NITDA's official DPI/NGDX co-creation programme names NIPOST (custodian of the address register) as a stakeholder in developing the Nigeria Data Exchange (NGDX) technical standard, but no source confirms a live technical connection. Score raised from 0 (Unknown) to 2 (Planned).",2025,low,"NIPOST is participating as a named stakeholder in NITDA's co-creation of the Nigeria Data Exchange (NGDX) platform and the wider Digital Public Infrastructure standards, alongside NIMC, the Nigeria Data Protection Commission and other agencies. No live technical link between the address register and a national data exchange platform has been established; the initiative remains at the planning and standards-development stage, with nationwide rollout targeted from 2026.",
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Address,Land register integration,Is the register integrated with the land register?,0,Unknown or n.a.,,No credible evidence found after searching for integration between NIPOST digital addressing system and land registries.,reg-address-land,23,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,,"No authoritative source found on a light check.",,low,"No authoritative evidence was identified describing integration between Nigeria's digital address register and the land register; the status of this linkage remains unconfirmed.",unknown_lightcheck
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Business,Address register integration,Is the register integrated with the address register?,0,Unknown or n.a.,,No credible evidence found after searching for formal technical integration between CAC business register and national digital address register (NIPOST AVS).,reg-business-address,27,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,,"No authoritative source found on a light check.",,low,"No authoritative evidence was identified describing integration between the CAC business register and Nigeria's national digital address register (NIPOST AVS); the status of this linkage remains unconfirmed.",unknown_lightcheck
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Business,Data exchange integration,Is the register integrated with the government's national data exchange system?,0,Unknown or n.a.,,No credible evidence found after searching for CAC integration with national data exchange platform (NGDX) or similar.,reg-business-dpi,29,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",4,"https://nrsportal.ng/corporate-tax-in-2026-using-cac-numbers-as-nrs-identifiers/; https://news.gofishe.com/nin-cac-tax-id-nin-cac/; https://www.fellowpress.com/new-tin-framework-links-tax-compliance-to-nin-and-cac-records/","Fast-path check surfaced evidence of a live automated data link between the CAC business register and another government system (the tax authority), so the row was moved to full verification. Under the Nigeria Tax Administration Act, effective 1 January 2026, the Nigeria Revenue Service (NRS) database is stated to be fully integrated with the CAC register, with CAC registration numbers automatically functioning as tax identifiers. This is agency-to-agency integration rather than confirmed connection to a named whole-of-government platform (e.g. NGDX), so the score is raised from 0 (Unknown) to 4 (Partially integrated) rather than 5.",2026,medium,"The Corporate Affairs Commission (CAC) business register is automatically linked to Nigeria's tax administration system. Under the Nigeria Tax Administration Act, effective from 1 January 2026, a company's CAC registration number automatically functions as its tax identifier, and the Nigeria Revenue Service states its database is fully integrated with the CAC register for new registrations, with existing businesses able to retrieve a linked identifier. This represents automated data-sharing with at least one other government system, though confirmation of a connection to a single whole-of-government data exchange platform is not available.",
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Business,Land register integration,Is the register integrated with the land register?,0,Unknown or n.a.,,No credible evidence found after searching for integration between CAC business register and land registry systems.,reg-business-land,28,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,,"No authoritative source found on a light check.",,low,"No authoritative evidence was identified describing integration between the CAC business register and Nigeria's land registration systems; the status of this linkage remains unconfirmed.",unknown_lightcheck
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Civil,Data exchange integration,Is the register integrated with the government's national data exchange system?,0,Unknown or n.a.,,No credible evidence found after searching for e-CRVS integration with Nigeria Data Exchange Platform (NGDX) or a national data exchange layer.,reg-cr-dpi,13,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",2,"https://nitda.gov.ng/nitda-rallies-stakeholders-in-co-creating-dpi-ngdx-for-effective-nationwide-digital-inclusion/9244/; https://nairametrics.com/2025/08/25/nigeria-introduces-data-exchange-platform-to-end-repeated-data-submissions-by-citizens/","Fast-path check surfaced authoritative evidence, so the row was moved to full verification. NITDA's Director-General reaffirmed a commitment to digital identity and data integration at the National Civil Registration and Vital Statistics (CRVS) Co-ordination Committee, in the context of the wider Nigeria Data Exchange (NGDX) co-creation process; no operational integration is confirmed. Score raised from 0 to 2 (Planned).",2025,low,"Nigeria's civil registration and vital statistics (CRVS) system is referenced within the government's wider Nigeria Data Exchange (NGDX) planning process; NITDA's leadership has reaffirmed a commitment to digital identity and data integration at the National CRVS Co-ordination Committee. No live technical connection between the civil register and a national data exchange platform is yet confirmed, and the NGDX platform itself remains under development, with nationwide rollout targeted from 2026.",
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Civil,Inclusivity,Are all non-citizens allowed to be included in the register?,0,Unknown or n.a.,,"No credible evidence found after searching National Population Commission e-CRVS documentation for whether all non-citizens (e.g., refugees) can be included in CRVS register.",reg-cr-inclusive,9,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",3,"https://help.unhcr.org/nigeria/services-in-nigeria/registration-and-documentation/; https://www.unhcr.org/africa/news/stories/over-1-500-displaced-children-receive-birth-certificates-nigeria","Fast-path check surfaced an authoritative UNHCR source, so the row was moved to full verification. Nigeria's National Commission for Refugees, Migrants and Internally Displaced Persons (NCFRMI) registers asylum seekers and refugees and issues Birth Certificates and National Identification Numbers to them, and UNHCR-backed birth registration drives have registered displaced and stateless children in IDP camps. Score raised from 0 (Unknown) to 3 (Some refugees and IDPs).",2023,medium,"Refugees, asylum seekers and internally displaced persons can be included in Nigeria's civil registration system. The National Commission for Refugees, Migrants and Internally Displaced Persons (NCFRMI) registers this population and issues Proof of Registration, Asylum Seeker and Refugee Certificates, National Identification Numbers and Birth Certificates, and UNHCR-backed birth registration drives have registered displaced children at risk of statelessness in IDP camps. Coverage extends to some, though not confirmed to be all, non-citizen categories.",
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Electoral,Data exchange integration,Is the register integrated with the government's national data exchange system?,0,Unknown or n.a.,,No credible evidence found after searching for INEC voter register integration with national data exchange platform (NGDX).,reg-elect-dpi,33,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,,"No authoritative source found on a light check.",,low,"No authoritative evidence was identified describing integration between INEC's electoral register and a national government data exchange platform. INEC's identity-integration work is specifically with NIMC's National Identification Number system rather than a general data exchange platform, and electoral data is typically kept institutionally independent.",unknown_lightcheck
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Electoral,National Id integration,Is the register integrated with the national ID system?,0,Unknown or n.a.,,No credible evidence found after searching INEC documents for confirmed integration of voters register with NIMC NIN as national ID (biometric accreditation exists but not explicit NIN integration).,reg-elect-id,32,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",3,"https://punchng.com/inec-nimc-strengthen-partnership-on-identity-management-voter-registration/; https://humanglemedia.com/inside-nigerias-tedious-paths-to-harmonised-digital-identity-systems/; https://technext24.com/2025/09/10/fg-integrate-nin-into-voter-registration/","Fast-path check surfaced strong, recent, corroborated evidence, so the row was moved to full verification. INEC and NIMC piloted NIN integration into voter registration in Anambra State (July 2025) and announced nationwide scale-up during the 2025 Continuous Voter Registration exercise. HumAngle (June 2026) confirms NIN is not a mandatory verification requirement for voter registration and that real-time nationwide interoperability has not yet been achieved between INEC and NIMC databases. Score raised from 0 (Unknown) to 3 (Under development).",2026,medium,"Nigeria's electoral register is being linked to the National Identification Number (NIN) system. INEC and the National Identity Management Commission (NIMC) piloted joint NIN and voter registration in Anambra State in July 2025 and have since scaled this up nationwide, with NIMC officials deployed to Continuous Voter Registration centres. NIN is not yet a mandatory requirement for voter registration, and as of mid-2026 real-time nationwide interoperability between the voter register and the national identity database has not been fully achieved, with integration continuing to develop.",
NGA,Nigeria,Registries,"Status of national population, civil, address, land, business, electoral, tax and social protection registers. 44 variables in 8 sections. Contains latest available data. Data collection by Perplexity from a variety of sources.",Land,Address register integration,Is the register integrated with the address register?,0,Unknown or n.a.,,No credible evidence found after searching for integration between land registry initiatives (NLDS/NLRDTP) and a national address register (NIPOST AVS).,reg-land-address,17,,0,Low,unknown_no_source;no_year,"Scored 0/Unknown with no source — confirm it is truly unknown, not just unresearched. No data year recorded — provenance/recency unknown.",,,"No authoritative source found on a light check.",,low,"No authoritative evidence was identified describing integration between Nigeria's land registration systems and the national digital address register; the status of this linkage remains unconfirmed.",unknown_lightcheck
